host,group,file,todo_base,time
guardian01.library.upenn.int,A,A00053_0023_lewis_e_m_025_010.SUCCESS,0023_lewis_e_m_025_010,2019-09-29T04:22:00+00:00
guardian01.library.upenn.int,A,A00054_0002_kcajs_rar_ms_156.SUCCESS,0002_kcajs_rar_ms_156,2020-06-18T04:23:00+00:00
guardian01.library.upenn.int,A,A00054_0023_lewis_e_m_015_010.SUCCESS,0023_lewis_e_m_015_010,2019-09-29T04:22:00+00:00
guardian01.library.upenn.int,A,A00055_0002_mscodex1947.SUCCESS,0002_mscodex1947,2020-06-18T06:56:00+00:00
guardian01.library.upenn.int,A,A00055_0023_lewis_e_m_003_024.SUCCESS,0023_lewis_e_m_003_024,2019-09-29T04:23:00+00:00
guardian01.library.upenn.int,A,A00056_0002_mscodex1956.SUCCESS,0002_mscodex1956,2020-06-18T09:49:00+00:00
guardian01.library.upenn.int,A,A00056_0023_lewis_e_m_003_012.SUCCESS,0023_lewis_e_m_003_012,2019-09-29T04:23:00+00:00
guardian01.library.upenn.int,A,A00057_0002_gf60.SUCCESS,0002_gf60,2020-06-18T10:18:00+00:00
guardian01.library.upenn.int,A,A00057_0023_lewis_e_m_003_016.SUCCESS,0023_lewis_e_m_003_016,2019-09-29T04:23:00+00:00
guardian01.library.upenn.int,A,A00058_0002_82_313_19.SUCCESS,0002_82_313_19,2020-06-18T10:18:00+00:00
guardian01.library.upenn.int,A,A00058_0023_lewis_e_m_033_016.SUCCESS,0023_lewis_e_m_033_016,2019-09-29T04:23:00+00:00
guardian01.library.upenn.int,A,A00059_0002_85_126_11.SUCCESS,0002_85_126_11,2020-06-18T10:19:00+00:00
guardian01.library.upenn.int,A,A00059_0023_lewis_e_m_024_011.SUCCESS,0023_lewis_e_m_024_011,2019-09-29T04:24:00+00:00
guardian01.library.upenn.int,A,A00060_0002_85_126_13b.SUCCESS,0002_85_126_13b,2020-06-18T10:20:00+00:00
guardian01.library.upenn.int,A,A00060_0023_lewis_e_m_003_017.SUCCESS,0023_lewis_e_m_003_017,2019-09-29T04:24:00+00:00
guardian01.library.upenn.int,A,A00061_0002_85_126_20a_b.SUCCESS,0002_85_126_20a_b,2020-06-18T10:21:00+00:00
guardian01.library.upenn.int,A,A00061_0023_lewis_e_m_003_023.SUCCESS,0023_lewis_e_m_003_023,2019-09-29T04:24:00+00:00
guardian01.library.upenn.int,A,A00062_0002_85_126_23.SUCCESS,0002_85_126_23,2020-06-18T10:22:00+00:00
guardian01.library.upenn.int,A,A00062_0023_lewis_e_m_027_018.SUCCESS,0023_lewis_e_m_027_018,2019-09-29T04:25:00+00:00
guardian01.library.upenn.int,A,A00063_0002_85_126_27a_b.SUCCESS,0002_85_126_27a_b,2020-06-18T10:23:00+00:00
guardian01.library.upenn.int,A,A00063_0023_lewis_e_m_026_019.SUCCESS,0023_lewis_e_m_026_019,2019-09-29T04:25:00+00:00
guardian01.library.upenn.int,A,A00064_0002_85_126_39.SUCCESS,0002_85_126_39,2020-06-18T10:24:00+00:00
guardian01.library.upenn.int,A,A00064_0023_lewis_t212.SUCCESS,0023_lewis_t212,2019-09-29T04:25:00+00:00
guardian01.library.upenn.int,A,A00065_0002_85_126_43.SUCCESS,0002_85_126_43,2020-06-18T10:25:00+00:00
guardian01.library.upenn.int,A,A00065_0023_lewis_e_m_005_012.SUCCESS,0023_lewis_e_m_005_012,2019-09-29T04:26:00+00:00
guardian01.library.upenn.int,A,A00066_0002_85_126_8.SUCCESS,0002_85_126_8,2020-06-18T10:25:00+00:00
guardian01.library.upenn.int,A,A00066_0023_lewis_e_m_024_030.SUCCESS,0023_lewis_e_m_024_030,2019-09-29T04:26:00+00:00
guardian01.library.upenn.int,A,A00067_0002_kcajs_rar_ms157.SUCCESS,0002_kcajs_rar_ms157,2020-06-18T10:29:00+00:00
guardian01.library.upenn.int,A,A00067_0023_lewis_e_m_008_002.SUCCESS,0023_lewis_e_m_008_002,2019-09-29T04:26:00+00:00
guardian01.library.upenn.int,A,A00068_0002_kcajs_rar_ms146.SUCCESS,0002_kcajs_rar_ms146,2020-06-18T12:03:00+00:00
guardian01.library.upenn.int,A,A00068_0023_lewis_e_m_024_024.SUCCESS,0023_lewis_e_m_024_024,2019-09-29T04:27:00+00:00
guardian01.library.upenn.int,A,A00069_0002_kcajs_rar_ms213.SUCCESS,0002_kcajs_rar_ms213,2020-06-18T17:31:00+00:00
guardian01.library.upenn.int,A,A00069_0023_lewis_e_m_077_002.SUCCESS,0023_lewis_e_m_077_002,2019-09-29T04:27:00+00:00
guardian01.library.upenn.int,A,A00070_0002_kcajs_rar_ms129.SUCCESS,0002_kcajs_rar_ms129,2020-06-18T20:01:00+00:00
guardian01.library.upenn.int,A,A00070_0023_lewis_e_m_009_024.SUCCESS,0023_lewis_e_m_009_024,2019-09-29T04:27:00+00:00
guardian01.library.upenn.int,A,A00071_0002_mscodex36.SUCCESS,0002_mscodex36,2020-06-19T00:30:00+00:00
guardian01.library.upenn.int,A,A00071_0023_lewis_e_m_024_010.SUCCESS,0023_lewis_e_m_024_010,2019-09-29T04:28:00+00:00
guardian01.library.upenn.int,A,A00072_0002_kcajs_rar_ms144.SUCCESS,0002_kcajs_rar_ms144,2020-06-19T02:40:00+00:00
guardian01.library.upenn.int,A,A00072_0023_lewis_e_m_011_029.SUCCESS,0023_lewis_e_m_011_029,2019-09-29T04:28:00+00:00
guardian01.library.upenn.int,A,A00073_0002_mscoll960_item7.SUCCESS,0002_mscoll960_item7,2020-06-19T11:05:00+00:00
guardian01.library.upenn.int,A,A00073_0023_lewis_t208.SUCCESS,0023_lewis_t208,2019-09-29T04:28:00+00:00
guardian01.library.upenn.int,A,A00074_0023_lewis_t218.SUCCESS,0023_lewis_t218,2019-09-29T04:29:00+00:00
guardian01.library.upenn.int,A,A00075_0023_lewis_e_m_008_001.SUCCESS,0023_lewis_e_m_008_001,2019-09-29T04:29:00+00:00
guardian01.library.upenn.int,A,A00076_0023_lewis_e_m_011_015a.SUCCESS,0023_lewis_e_m_011_015a,2019-09-29T04:29:00+00:00
guardian01.library.upenn.int,A,A00077_0023_lewis_e_m_032_012.SUCCESS,0023_lewis_e_m_032_012,2019-09-29T04:30:00+00:00
guardian01.library.upenn.int,A,A00078_0023_lewis_e_m_009_023.SUCCESS,0023_lewis_e_m_009_023,2019-09-29T04:30:00+00:00
guardian01.library.upenn.int,A,A00079_0023_lewis_e_m_009_018.SUCCESS,0023_lewis_e_m_009_018,2019-09-29T04:30:00+00:00
guardian01.library.upenn.int,A,A00080_0023_lewis_e_m_077_009.SUCCESS,0023_lewis_e_m_077_009,2019-09-29T04:31:00+00:00
guardian01.library.upenn.int,A,A00081_0023_lewis_e_m_011_001a.SUCCESS,0023_lewis_e_m_011_001a,2019-09-29T04:31:00+00:00
guardian01.library.upenn.int,A,A00082_0023_lewis_e_m_012_019.SUCCESS,0023_lewis_e_m_012_019,2019-09-29T04:31:00+00:00
guardian01.library.upenn.int,A,A00083_0023_lewis_e_m_012_004.SUCCESS,0023_lewis_e_m_012_004,2019-09-29T04:32:00+00:00
guardian01.library.upenn.int,A,A00084_0023_lewis_e_m_012_021.SUCCESS,0023_lewis_e_m_012_021,2019-09-29T04:32:00+00:00
guardian01.library.upenn.int,A,A00085_0023_lewis_e_m_003_013.SUCCESS,0023_lewis_e_m_003_013,2019-09-29T04:32:00+00:00
guardian01.library.upenn.int,A,A00086_0023_lewis_e_m_009_025.SUCCESS,0023_lewis_e_m_009_025,2019-09-29T04:33:00+00:00
guardian01.library.upenn.int,A,A00087_0023_lewis_e_m_045_004.SUCCESS,0023_lewis_e_m_045_004,2019-09-29T04:33:00+00:00
guardian01.library.upenn.int,A,A00088_0023_lewis_e_m_009_021.SUCCESS,0023_lewis_e_m_009_021,2019-09-29T04:34:00+00:00
guardian01.library.upenn.int,A,A00089_0023_lewis_e_m_019_015.SUCCESS,0023_lewis_e_m_019_015,2019-09-29T04:34:00+00:00
guardian01.library.upenn.int,A,A00090_0023_lewis_e_m_032_007.SUCCESS,0023_lewis_e_m_032_007,2019-09-29T04:34:00+00:00
guardian01.library.upenn.int,A,A00091_0023_lewis_e_m_009_020.SUCCESS,0023_lewis_e_m_009_020,2019-09-29T04:35:00+00:00
guardian01.library.upenn.int,A,A00092_0023_lewis_e_m_019_012.SUCCESS,0023_lewis_e_m_019_012,2019-09-29T04:35:00+00:00
guardian01.library.upenn.int,A,A00093_0023_lewis_e_m_012_013.SUCCESS,0023_lewis_e_m_012_013,2019-09-29T04:35:00+00:00
guardian01.library.upenn.int,A,A00094_0023_lewis_e_m_033_019.SUCCESS,0023_lewis_e_m_033_019,2019-09-29T04:36:00+00:00
guardian01.library.upenn.int,A,A00095_0023_lewis_e_m_003_005.SUCCESS,0023_lewis_e_m_003_005,2019-09-29T04:36:00+00:00
guardian01.library.upenn.int,A,A00096_0023_lewis_e_m_003_018.SUCCESS,0023_lewis_e_m_003_018,2019-09-29T04:37:00+00:00
guardian01.library.upenn.int,A,A00097_0023_lewis_e_m_012_012.SUCCESS,0023_lewis_e_m_012_012,2019-09-29T04:37:00+00:00
guardian01.library.upenn.int,A,A00098_0023_lewis_e_m_013_016.SUCCESS,0023_lewis_e_m_013_016,2019-09-29T04:37:00+00:00
guardian01.library.upenn.int,A,A00099_0023_lewis_e_m_011_025.SUCCESS,0023_lewis_e_m_011_025,2019-09-29T04:38:00+00:00
guardian01.library.upenn.int,A,A00100_0023_lewis_e_m_003_028.SUCCESS,0023_lewis_e_m_003_028,2019-09-29T04:39:00+00:00
guardian01.library.upenn.int,A,A00101_0023_lewis_e_m_003_015.SUCCESS,0023_lewis_e_m_003_015,2019-09-29T04:40:00+00:00
guardian01.library.upenn.int,A,A00102_0023_lewis_e_m_011_014.SUCCESS,0023_lewis_e_m_011_014,2019-09-29T04:41:00+00:00
guardian01.library.upenn.int,A,A00103_0023_lewis_t234.SUCCESS,0023_lewis_t234,2019-09-29T04:41:00+00:00
guardian01.library.upenn.int,A,A00104_0023_lewis_e_m_003_027.SUCCESS,0023_lewis_e_m_003_027,2019-09-29T04:42:00+00:00
guardian01.library.upenn.int,A,A00105_0023_lewis_e_m_003_010.SUCCESS,0023_lewis_e_m_003_010,2019-09-29T04:42:00+00:00
guardian01.library.upenn.int,A,A00106_0023_lewis_e_m_032_009.SUCCESS,0023_lewis_e_m_032_009,2019-09-29T04:43:00+00:00
guardian01.library.upenn.int,A,A00107_0023_lewis_e_m_003_011.SUCCESS,0023_lewis_e_m_003_011,2019-09-29T04:44:00+00:00
guardian01.library.upenn.int,A,A00108_0023_lewis_e_m_003_026.SUCCESS,0023_lewis_e_m_003_026,2019-09-29T04:45:00+00:00
guardian01.library.upenn.int,A,A00109_0023_lewis_e_m_019_017.SUCCESS,0023_lewis_e_m_019_017,2019-09-29T04:46:00+00:00
guardian01.library.upenn.int,A,A00110_0023_lewis_e_m_009_026.SUCCESS,0023_lewis_e_m_009_026,2019-09-29T04:46:00+00:00
guardian01.library.upenn.int,A,A00111_0023_lewis_e_m_009_022.SUCCESS,0023_lewis_e_m_009_022,2019-09-29T04:46:00+00:00
guardian01.library.upenn.int,A,A00112_0023_lewis_e_m_003_025.SUCCESS,0023_lewis_e_m_003_025,2019-09-29T04:47:00+00:00
guardian01.library.upenn.int,A,A00113_0023_lewis_t215.SUCCESS,0023_lewis_t215,2019-09-29T04:48:00+00:00
guardian01.library.upenn.int,A,A00114_0023_lewis_e_m_019_018.SUCCESS,0023_lewis_e_m_019_018,2019-09-29T04:48:00+00:00
guardian01.library.upenn.int,A,A00115_0023_lewis_e_m_003_006.SUCCESS,0023_lewis_e_m_003_006,2019-09-29T04:48:00+00:00
guardian01.library.upenn.int,A,A00116_0023_lewis_e_m_011_026.SUCCESS,0023_lewis_e_m_011_026,2019-09-29T04:49:00+00:00
guardian01.library.upenn.int,A,A00117_0023_lewis_e_m_010_010.SUCCESS,0023_lewis_e_m_010_010,2019-09-29T04:49:00+00:00
guardian01.library.upenn.int,A,A00118_0023_lewis_e_m_003_020.SUCCESS,0023_lewis_e_m_003_020,2019-09-29T04:49:00+00:00
guardian01.library.upenn.int,A,A00119_0023_lewis_e_m_024_031.SUCCESS,0023_lewis_e_m_024_031,2019-09-29T04:50:00+00:00
guardian01.library.upenn.int,A,A00120_0023_lewis_e_m_019_007.SUCCESS,0023_lewis_e_m_019_007,2019-09-29T04:50:00+00:00
guardian01.library.upenn.int,A,A00121_0023_lewis_e_m_003_007.SUCCESS,0023_lewis_e_m_003_007,2019-09-29T04:50:00+00:00
guardian01.library.upenn.int,A,A00122_0023_lewis_e_m_011_001.SUCCESS,0023_lewis_e_m_011_001,2019-09-29T04:51:00+00:00
guardian01.library.upenn.int,A,A00123_0023_lewis_e_m_027_024.SUCCESS,0023_lewis_e_m_027_024,2019-09-29T04:51:00+00:00
guardian01.library.upenn.int,A,A00124_0023_lewis_e_m_031_009.SUCCESS,0023_lewis_e_m_031_009,2019-09-29T04:52:00+00:00
guardian01.library.upenn.int,A,A00125_0023_lewis_e_m_003_022.SUCCESS,0023_lewis_e_m_003_022,2019-09-29T04:53:00+00:00
guardian01.library.upenn.int,A,A00126_0023_lewis_e_m_003_014.SUCCESS,0023_lewis_e_m_003_014,2019-09-29T04:53:00+00:00
guardian01.library.upenn.int,A,A00127_0023_lewis_e_m_011_015b.SUCCESS,0023_lewis_e_m_011_015b,2019-09-29T04:53:00+00:00
guardian01.library.upenn.int,A,A00128_0023_lewis_e_m_003_021.SUCCESS,0023_lewis_e_m_003_021,2019-09-29T04:54:00+00:00
guardian01.library.upenn.int,A,A00129_0023_lewis_e_m_003_008.SUCCESS,0023_lewis_e_m_003_008,2019-09-29T04:54:00+00:00
guardian01.library.upenn.int,A,A00130_0023_lewis_e_m_013_019.SUCCESS,0023_lewis_e_m_013_019,2019-09-29T04:54:00+00:00
guardian01.library.upenn.int,A,A00131_0023_lewis_e_m_033_020.SUCCESS,0023_lewis_e_m_033_020,2019-09-29T04:55:00+00:00
guardian01.library.upenn.int,A,A00132_0023_lewis_e_m_019_006.SUCCESS,0023_lewis_e_m_019_006,2019-09-29T04:55:00+00:00
guardian01.library.upenn.int,A,A00133_0023_lewis_e_m_013_005.SUCCESS,0023_lewis_e_m_013_005,2019-09-29T04:56:00+00:00
guardian01.library.upenn.int,A,A00134_0023_lewis_t217.SUCCESS,0023_lewis_t217,2019-09-29T04:56:00+00:00
guardian01.library.upenn.int,A,A00135_0023_lewis_e_m_003_019.SUCCESS,0023_lewis_e_m_003_019,2019-09-29T04:56:00+00:00
guardian01.library.upenn.int,A,A00136_0023_lewis_e_m_032_028.SUCCESS,0023_lewis_e_m_032_028,2019-09-29T04:57:00+00:00
guardian01.library.upenn.int,A,A00137_0023_lewis_e_m_013_014.SUCCESS,0023_lewis_e_m_013_014,2019-09-29T04:57:00+00:00
guardian01.library.upenn.int,A,A00138_0023_lewis_e_m_023_024.SUCCESS,0023_lewis_e_m_023_024,2019-09-29T04:57:00+00:00
guardian01.library.upenn.int,A,A00139_0023_lewis_t209.SUCCESS,0023_lewis_t209,2019-09-29T04:58:00+00:00
guardian01.library.upenn.int,A,A00140_0023_lewis_e_m_019_014.SUCCESS,0023_lewis_e_m_019_014,2019-09-29T04:58:00+00:00
guardian01.library.upenn.int,A,A00141_0023_lewis_t119.SUCCESS,0023_lewis_t119,2019-09-29T04:59:00+00:00
guardian01.library.upenn.int,A,A00142_0023_lewis_e_m_019_013.SUCCESS,0023_lewis_e_m_019_013,2019-09-29T05:01:00+00:00
guardian01.library.upenn.int,A,A00143_0023_lewis_t213.SUCCESS,0023_lewis_t213,2019-09-29T05:02:00+00:00
guardian01.library.upenn.int,A,A00144_0023_lewis_e_m_019_010.SUCCESS,0023_lewis_e_m_019_010,2019-09-29T05:02:00+00:00
guardian01.library.upenn.int,A,A00145_0023_lewis_e_m_013_012.SUCCESS,0023_lewis_e_m_013_012,2019-09-29T05:03:00+00:00
guardian01.library.upenn.int,A,A00146_0023_lewis_e_m_016_016.SUCCESS,0023_lewis_e_m_016_016,2019-09-29T05:03:00+00:00
guardian01.library.upenn.int,A,A00147_0023_lewis_e_m_016_020.SUCCESS,0023_lewis_e_m_016_020,2019-09-29T05:04:00+00:00
guardian01.library.upenn.int,A,A00148_0023_lewis_e_m_012_010.SUCCESS,0023_lewis_e_m_012_010,2019-09-29T05:05:00+00:00
guardian01.library.upenn.int,A,A00149_0023_lewis_e_m_009_019.SUCCESS,0023_lewis_e_m_009_019,2019-09-29T05:05:00+00:00
guardian01.library.upenn.int,A,A00150_0023_lewis_e_m_026_004-005.SUCCESS,0023_lewis_e_m_026_004-005,2019-09-29T05:05:00+00:00
guardian01.library.upenn.int,A,A00151_0023_lewis_e_m_001_014.SUCCESS,0023_lewis_e_m_001_014,2019-09-29T05:06:00+00:00
guardian01.library.upenn.int,A,A00152_0023_lewis_e_m_013_013.SUCCESS,0023_lewis_e_m_013_013,2019-09-29T05:07:00+00:00
guardian01.library.upenn.int,A,A00153_0023_lewis_e_m_001_015.SUCCESS,0023_lewis_e_m_001_015,2019-09-29T05:08:00+00:00
guardian01.library.upenn.int,A,A00154_0023_lewis_e_m_013_002.SUCCESS,0023_lewis_e_m_013_002,2019-09-29T05:09:00+00:00
guardian01.library.upenn.int,A,A00155_0023_lewis_t265.SUCCESS,0023_lewis_t265,2019-09-29T05:10:00+00:00
guardian01.library.upenn.int,A,A00156_0023_lewis_e_m_028_006.SUCCESS,0023_lewis_e_m_028_006,2019-09-29T05:11:00+00:00
guardian01.library.upenn.int,A,A00157_0023_lewis_e_m_043_022a.SUCCESS,0023_lewis_e_m_043_022a,2019-09-29T05:11:00+00:00
guardian01.library.upenn.int,A,A00158_0023_lewis_e_m_019_002.SUCCESS,0023_lewis_e_m_019_002,2019-09-29T05:12:00+00:00
guardian01.library.upenn.int,A,A00159_0023_lewis_e_m_019_003.SUCCESS,0023_lewis_e_m_019_003,2019-09-29T05:13:00+00:00
guardian01.library.upenn.int,A,A00160_0023_lewis_e_m_077_007.SUCCESS,0023_lewis_e_m_077_007,2019-09-29T05:14:00+00:00
guardian01.library.upenn.int,A,A00161_0023_lewis_e_m_033_012.SUCCESS,0023_lewis_e_m_033_012,2019-09-29T05:15:00+00:00
guardian01.library.upenn.int,A,A00162_0023_lewis_e_m_016_004.SUCCESS,0023_lewis_e_m_016_004,2019-09-29T05:16:00+00:00
guardian01.library.upenn.int,A,A00163_0023_lewis_e_m_077_003.SUCCESS,0023_lewis_e_m_077_003,2019-09-29T05:16:00+00:00
guardian01.library.upenn.int,A,A00164_0023_lewis_e_m_019_024.SUCCESS,0023_lewis_e_m_019_024,2019-09-29T05:17:00+00:00
guardian01.library.upenn.int,A,A00165_0023_lewis_e_m_012_007.SUCCESS,0023_lewis_e_m_012_007,2019-09-29T05:18:00+00:00
guardian01.library.upenn.int,A,A00166_0023_lewis_e_m_009_017a.SUCCESS,0023_lewis_e_m_009_017a,2019-09-29T05:18:00+00:00
guardian01.library.upenn.int,A,A00167_0023_lewis_e_m_013_007.SUCCESS,0023_lewis_e_m_013_007,2019-09-29T05:18:00+00:00
guardian01.library.upenn.int,A,A00168_0023_lewis_e_m_016_012.SUCCESS,0023_lewis_e_m_016_012,2019-09-29T05:19:00+00:00
guardian01.library.upenn.int,A,A00169_0023_lewis_e_m_033_009.SUCCESS,0023_lewis_e_m_033_009,2019-09-29T05:21:00+00:00
guardian01.library.upenn.int,A,A00170_0023_lewis_e_m_013_017.SUCCESS,0023_lewis_e_m_013_017,2019-09-29T05:22:00+00:00
guardian01.library.upenn.int,A,A00171_0023_lewis_e_m_029_018.SUCCESS,0023_lewis_e_m_029_018,2019-09-29T05:22:00+00:00
guardian01.library.upenn.int,A,A00172_0023_lewis_e_m_077_004.SUCCESS,0023_lewis_e_m_077_004,2019-09-29T05:23:00+00:00
guardian01.library.upenn.int,A,A00173_0023_lewis_t256.SUCCESS,0023_lewis_t256,2019-09-29T05:23:00+00:00
guardian01.library.upenn.int,A,A00174_0023_lewis_e_m_009_017.SUCCESS,0023_lewis_e_m_009_017,2019-09-29T05:24:00+00:00
guardian01.library.upenn.int,A,A00175_0023_lewis_t166.SUCCESS,0023_lewis_t166,2019-09-29T05:24:00+00:00
guardian01.library.upenn.int,A,A00176_0023_lewis_e_m_077_006.SUCCESS,0023_lewis_e_m_077_006,2019-09-29T05:25:00+00:00
guardian01.library.upenn.int,A,A00177_0023_lewis_e_m_077_005.SUCCESS,0023_lewis_e_m_077_005,2019-09-29T05:25:00+00:00
guardian01.library.upenn.int,A,A00178_0023_lewis_e_m_077_001.SUCCESS,0023_lewis_e_m_077_001,2019-09-29T05:25:00+00:00
guardian01.library.upenn.int,A,A00179_0023_lewis_e_m_077_008.SUCCESS,0023_lewis_e_m_077_008,2019-09-29T05:26:00+00:00
guardian01.library.upenn.int,A,A00180_0023_lewis_e_m_012_022.SUCCESS,0023_lewis_e_m_012_022,2019-09-29T05:26:00+00:00
guardian01.library.upenn.int,A,A00181_0023_lewis_e_m_033_014.SUCCESS,0023_lewis_e_m_033_014,2019-09-29T05:27:00+00:00
guardian01.library.upenn.int,A,A00182_0023_lewis_e_m_016_007.SUCCESS,0023_lewis_e_m_016_007,2019-09-29T05:27:00+00:00
guardian01.library.upenn.int,A,A00183_0023_lewis_e_m_077_010.SUCCESS,0023_lewis_e_m_077_010,2019-09-29T05:28:00+00:00
guardian01.library.upenn.int,A,A00184_0023_lewis_e_m_013_011.SUCCESS,0023_lewis_e_m_013_011,2019-09-29T05:29:00+00:00
guardian01.library.upenn.int,A,A00185_0023_lewis_e_m_013_001.SUCCESS,0023_lewis_e_m_013_001,2019-09-29T05:30:00+00:00
guardian01.library.upenn.int,A,A00186_0023_lewis_e_m_019_025.SUCCESS,0023_lewis_e_m_019_025,2019-09-29T05:31:00+00:00
guardian01.library.upenn.int,A,A00187_0023_lewis_e_m_020_014.SUCCESS,0023_lewis_e_m_020_014,2019-09-29T05:31:00+00:00
guardian01.library.upenn.int,A,A00188_0023_lewis_e_m_013_004.SUCCESS,0023_lewis_e_m_013_004,2019-09-29T05:32:00+00:00
guardian01.library.upenn.int,A,A00189_0023_lewis_e_m_025_027.SUCCESS,0023_lewis_e_m_025_027,2019-09-29T05:32:00+00:00
guardian01.library.upenn.int,A,A00190_0023_lewis_e_m_017_008.SUCCESS,0023_lewis_e_m_017_008,2019-09-29T05:33:00+00:00
guardian01.library.upenn.int,A,A00191_0023_lewis_e_m_020_009.SUCCESS,0023_lewis_e_m_020_009,2019-09-29T05:33:00+00:00
guardian01.library.upenn.int,A,A00192_0023_lewis_e_m_012_014.SUCCESS,0023_lewis_e_m_012_014,2019-09-29T05:34:00+00:00
guardian01.library.upenn.int,A,A00193_0023_lewis_e_m_025_019.SUCCESS,0023_lewis_e_m_025_019,2019-09-29T05:35:00+00:00
guardian01.library.upenn.int,A,A00194_0023_lewis_t571.SUCCESS,0023_lewis_t571,2019-09-29T05:36:00+00:00
guardian01.library.upenn.int,A,A00195_0023_lewis_e_m_032_026.SUCCESS,0023_lewis_e_m_032_026,2019-09-29T05:36:00+00:00
guardian01.library.upenn.int,A,A00196_0023_lewis_e_m_016_005.SUCCESS,0023_lewis_e_m_016_005,2019-09-29T05:37:00+00:00
guardian01.library.upenn.int,A,A00197_0023_lewis_e_m_028_008.SUCCESS,0023_lewis_e_m_028_008,2019-09-29T05:37:00+00:00
guardian01.library.upenn.int,A,A00198_0023_lewis_e_m_027_025.SUCCESS,0023_lewis_e_m_027_025,2019-09-29T05:38:00+00:00
guardian01.library.upenn.int,A,A00199_0023_lewis_e_m_032_029.SUCCESS,0023_lewis_e_m_032_029,2019-09-29T05:39:00+00:00
guardian01.library.upenn.int,A,A00200_0023_lewis_e_m_012_017.SUCCESS,0023_lewis_e_m_012_017,2019-09-29T05:39:00+00:00
guardian01.library.upenn.int,A,A00201_0023_lewis_e_m_013_018.SUCCESS,0023_lewis_e_m_013_018,2019-09-29T05:39:00+00:00
guardian01.library.upenn.int,A,A00202_0023_lewis_e_m_016_018.SUCCESS,0023_lewis_e_m_016_018,2019-09-29T05:40:00+00:00
guardian01.library.upenn.int,A,A00203_0023_lewis_e_m_028_016.SUCCESS,0023_lewis_e_m_028_016,2019-09-29T05:40:00+00:00
guardian01.library.upenn.int,A,A00204_0023_lewis_e_m_012_008.SUCCESS,0023_lewis_e_m_012_008,2019-09-29T05:41:00+00:00
guardian01.library.upenn.int,A,A00205_0023_lewis_e_m_013_008.SUCCESS,0023_lewis_e_m_013_008,2019-09-29T05:41:00+00:00
guardian01.library.upenn.int,A,A00206_0023_lewis_t240.SUCCESS,0023_lewis_t240,2019-09-29T05:42:00+00:00
guardian01.library.upenn.int,A,A00207_0023_lewis_e_m_020_001.SUCCESS,0023_lewis_e_m_020_001,2019-09-29T05:42:00+00:00
guardian01.library.upenn.int,A,A00208_0023_lewis_e_m_026_007.SUCCESS,0023_lewis_e_m_026_007,2019-09-29T05:43:00+00:00
guardian01.library.upenn.int,A,A00209_0023_lewis_e_m_025_032.SUCCESS,0023_lewis_e_m_025_032,2019-09-29T05:43:00+00:00
guardian01.library.upenn.int,A,A00210_0023_lewis_e_m_020_011.SUCCESS,0023_lewis_e_m_020_011,2019-09-29T05:44:00+00:00
guardian01.library.upenn.int,A,A00211_0023_lewis_e_m_048_008.SUCCESS,0023_lewis_e_m_048_008,2019-09-29T05:44:00+00:00
guardian01.library.upenn.int,A,A00212_0023_lewis_e_m_012_009.SUCCESS,0023_lewis_e_m_012_009,2019-09-29T05:45:00+00:00
guardian01.library.upenn.int,A,A00213_0023_lewis_e_m_012_018.SUCCESS,0023_lewis_e_m_012_018,2019-09-29T05:46:00+00:00
guardian01.library.upenn.int,A,A00214_0023_lewis_t118.SUCCESS,0023_lewis_t118,2019-09-29T05:46:00+00:00
guardian01.library.upenn.int,A,A00215_0023_lewis_e_m_043_001f.SUCCESS,0023_lewis_e_m_043_001f,2019-09-29T05:46:00+00:00
guardian01.library.upenn.int,A,A00216_0023_lewis_e_m_001_013.SUCCESS,0023_lewis_e_m_001_013,2019-09-29T05:47:00+00:00
guardian01.library.upenn.int,A,A00217_0023_lewis_e_m_012_025.SUCCESS,0023_lewis_e_m_012_025,2019-09-29T05:47:00+00:00
guardian01.library.upenn.int,A,A00219_0023_lewis_e_m_044_009.SUCCESS,0023_lewis_e_m_044_009,2019-09-29T05:48:00+00:00
guardian01.library.upenn.int,A,A00220_0023_lewis_e_m_032_022.SUCCESS,0023_lewis_e_m_032_022,2019-09-29T05:49:00+00:00
guardian01.library.upenn.int,A,A00221_0023_lewis_e_m_009_003.SUCCESS,0023_lewis_e_m_009_003,2019-09-29T05:49:00+00:00
guardian01.library.upenn.int,A,A00222_0023_lewis_e_m_016_022.SUCCESS,0023_lewis_e_m_016_022,2019-09-29T05:50:00+00:00
guardian01.library.upenn.int,A,A00223_0023_lewis_e_m_013_010.SUCCESS,0023_lewis_e_m_013_010,2019-09-29T05:50:00+00:00
guardian01.library.upenn.int,A,A00224_0023_lewis_e_m_025_003.SUCCESS,0023_lewis_e_m_025_003,2019-09-29T05:50:00+00:00
guardian01.library.upenn.int,A,A00225_0023_lewis_e_m_020_019.SUCCESS,0023_lewis_e_m_020_019,2019-09-29T05:51:00+00:00
guardian01.library.upenn.int,A,A00226_0023_lewis_t156.SUCCESS,0023_lewis_t156,2019-09-29T05:51:00+00:00
guardian01.library.upenn.int,A,A00227_0023_lewis_e_m_026_030.SUCCESS,0023_lewis_e_m_026_030,2019-09-29T05:52:00+00:00
guardian01.library.upenn.int,A,A00228_0023_lewis_e_m_020_012.SUCCESS,0023_lewis_e_m_020_012,2019-09-29T05:52:00+00:00
