host,group,file,todo_base,time
guardian01.library.upenn.int,A,A00970_0023_lewis_e_m_044_009a.SUCCESS,0023_lewis_e_m_044_009a,2019-09-29T21:37:00+00:00
guardian01.library.upenn.int,A,A00971_0023_lewis_t574.SUCCESS,0023_lewis_t574,2019-09-29T21:39:00+00:00
guardian01.library.upenn.int,A,A00972_0023_lewis_t273.SUCCESS,0023_lewis_t273,2019-09-29T21:41:00+00:00
guardian01.library.upenn.int,A,A00973_0023_lewis_e_m_049_002.SUCCESS,0023_lewis_e_m_049_002,2019-09-29T21:43:00+00:00
guardian01.library.upenn.int,A,A00974_0023_lewis_e_m_048_025.SUCCESS,0023_lewis_e_m_048_025,2019-09-29T21:44:00+00:00
guardian01.library.upenn.int,A,A00975_0023_lewis_e_m_048_015.SUCCESS,0023_lewis_e_m_048_015,2019-09-29T21:45:00+00:00
guardian01.library.upenn.int,A,A00976_0023_lewis_t094.SUCCESS,0023_lewis_t094,2019-09-29T21:47:00+00:00
guardian01.library.upenn.int,A,A00977_0023_lewis_e_m_026_008-009.SUCCESS,0023_lewis_e_m_026_008-009,2019-09-29T21:48:00+00:00
guardian01.library.upenn.int,A,A00978_0023_lewis_e_m_066_009.SUCCESS,0023_lewis_e_m_066_009,2019-09-29T21:50:00+00:00
guardian01.library.upenn.int,A,A00979_0023_lewis_e_m_017_004.SUCCESS,0023_lewis_e_m_017_004,2019-09-29T21:52:00+00:00
guardian01.library.upenn.int,A,A00980_0023_lewis_e_m_011_022.SUCCESS,0023_lewis_e_m_011_022,2019-09-29T21:53:00+00:00
guardian01.library.upenn.int,A,A00981_0023_lewis_e_m_011_020.SUCCESS,0023_lewis_e_m_011_020,2019-09-29T21:55:00+00:00
guardian01.library.upenn.int,A,A00982_0023_lewis_t467.SUCCESS,0023_lewis_t467,2019-09-29T21:57:00+00:00
guardian01.library.upenn.int,A,A00983_0023_lewis_e_m_048_017.SUCCESS,0023_lewis_e_m_048_017,2019-09-29T21:58:00+00:00
guardian01.library.upenn.int,A,A00984_0023_lewis_e_m_043_018.SUCCESS,0023_lewis_e_m_043_018,2019-09-29T22:00:00+00:00
guardian01.library.upenn.int,A,A00985_0023_lewis_e_m_011_021.SUCCESS,0023_lewis_e_m_011_021,2019-09-29T22:01:00+00:00
guardian01.library.upenn.int,A,A00986_0023_lewis_t135.SUCCESS,0023_lewis_t135,2019-09-29T22:03:00+00:00
guardian01.library.upenn.int,A,A00987_0023_lewis_e_m_023_018.SUCCESS,0023_lewis_e_m_023_018,2019-09-29T22:05:00+00:00
guardian01.library.upenn.int,A,A00988_0023_lewis_e_m_008_011.SUCCESS,0023_lewis_e_m_008_011,2019-09-29T22:07:00+00:00
guardian01.library.upenn.int,A,A00989_0023_lewis_e_m_076_055.SUCCESS,0023_lewis_e_m_076_055,2019-09-29T22:08:00+00:00
guardian01.library.upenn.int,A,A00990_0023_lewis_e_m_046_011.SUCCESS,0023_lewis_e_m_046_011,2019-09-29T22:10:00+00:00
guardian01.library.upenn.int,A,A00991_0023_lewis_e_m_047_006.SUCCESS,0023_lewis_e_m_047_006,2019-09-29T22:11:00+00:00
guardian01.library.upenn.int,A,A00992_0023_lewis_t484.SUCCESS,0023_lewis_t484,2019-09-29T22:13:00+00:00
guardian01.library.upenn.int,A,A00993_0023_lewis_t485.SUCCESS,0023_lewis_t485,2019-09-29T22:14:00+00:00
guardian01.library.upenn.int,A,A00994_0023_lewis_e_m_029_008.SUCCESS,0023_lewis_e_m_029_008,2019-09-29T22:16:00+00:00
guardian01.library.upenn.int,A,A00995_0023_lewis_t055.SUCCESS,0023_lewis_t055,2019-09-29T22:18:00+00:00
guardian01.library.upenn.int,A,A00996_0023_lewis_e_m_031_018a.SUCCESS,0023_lewis_e_m_031_018a,2019-09-29T22:20:00+00:00
guardian01.library.upenn.int,A,A00997_0023_lewis_t192.SUCCESS,0023_lewis_t192,2019-09-29T22:22:00+00:00
guardian01.library.upenn.int,A,A00998_0023_lewis_e_m_005_025.SUCCESS,0023_lewis_e_m_005_025,2019-09-29T22:23:00+00:00
guardian01.library.upenn.int,A,A00999_0023_lewis_e_m_005_024.SUCCESS,0023_lewis_e_m_005_024,2019-09-29T22:29:00+00:00
guardian01.library.upenn.int,A,A01000_0023_lewis_t187.SUCCESS,0023_lewis_t187,2019-09-29T22:36:00+00:00
guardian01.library.upenn.int,A,A01001_0023_lewis_e_m_026_032-033.SUCCESS,0023_lewis_e_m_026_032-033,2019-09-29T22:38:00+00:00
guardian01.library.upenn.int,A,A01002_0023_lewis_e_m_049_005.SUCCESS,0023_lewis_e_m_049_005,2019-09-29T22:39:00+00:00
guardian01.library.upenn.int,A,A01003_0023_lewis_e_m_067_018.SUCCESS,0023_lewis_e_m_067_018,2019-09-29T22:41:00+00:00
guardian01.library.upenn.int,A,A01004_0023_lewis_e_m_043_021.SUCCESS,0023_lewis_e_m_043_021,2019-09-29T22:45:00+00:00
guardian01.library.upenn.int,A,A01005_0023_lewis_e_m_001_024.SUCCESS,0023_lewis_e_m_001_024,2019-09-29T22:47:00+00:00
guardian01.library.upenn.int,A,A01006_0023_lewis_t023.SUCCESS,0023_lewis_t023,2019-09-29T22:49:00+00:00
guardian01.library.upenn.int,A,A01007_0023_lewis_t092.SUCCESS,0023_lewis_t092,2019-09-29T22:50:00+00:00
guardian01.library.upenn.int,A,A01008_0023_lewis_e_m_033_003.SUCCESS,0023_lewis_e_m_033_003,2019-09-29T22:55:00+00:00
guardian01.library.upenn.int,A,A01009_0023_lewis_e_m_001_025.SUCCESS,0023_lewis_e_m_001_025,2019-09-29T22:58:00+00:00
guardian01.library.upenn.int,A,A01010_0023_lewis_t078a.SUCCESS,0023_lewis_t078a,2019-09-29T23:00:00+00:00
guardian01.library.upenn.int,A,A01011_0023_lewis_e_m_066_005.SUCCESS,0023_lewis_e_m_066_005,2019-09-29T23:04:00+00:00
guardian01.library.upenn.int,A,A01012_0023_lewis_t157.SUCCESS,0023_lewis_t157,2019-09-29T23:06:00+00:00
guardian01.library.upenn.int,A,A01013_0023_lewis_e_m_046_016.SUCCESS,0023_lewis_e_m_046_016,2019-09-29T23:08:00+00:00
guardian01.library.upenn.int,A,A01014_0023_lewis_t150.SUCCESS,0023_lewis_t150,2019-09-29T23:11:00+00:00
guardian01.library.upenn.int,A,A01015_0023_lewis_e_m_005_026.SUCCESS,0023_lewis_e_m_005_026,2019-09-29T23:13:00+00:00
guardian01.library.upenn.int,A,A01016_0023_lewis_e_m_075_010.SUCCESS,0023_lewis_e_m_075_010,2019-09-29T23:14:00+00:00
guardian01.library.upenn.int,A,A01017_0023_lewis_e_m_074_009.SUCCESS,0023_lewis_e_m_074_009,2019-09-29T23:17:00+00:00
guardian01.library.upenn.int,A,A01018_0023_lewis_e_m_047_003a.SUCCESS,0023_lewis_e_m_047_003a,2019-09-29T23:18:00+00:00
guardian01.library.upenn.int,A,A01019_0023_lewis_t149.SUCCESS,0023_lewis_t149,2019-09-29T23:20:00+00:00
guardian01.library.upenn.int,A,A01020_0023_lewis_e_m_030_015.SUCCESS,0023_lewis_e_m_030_015,2019-09-29T23:24:00+00:00
guardian01.library.upenn.int,A,A01021_0023_lewis_t480.SUCCESS,0023_lewis_t480,2019-09-29T23:28:00+00:00
guardian01.library.upenn.int,A,A01022_0023_lewis_t196.SUCCESS,0023_lewis_t196,2019-09-29T23:32:00+00:00
guardian01.library.upenn.int,A,A01023_0023_lewis_t134.SUCCESS,0023_lewis_t134,2019-09-29T23:36:00+00:00
guardian01.library.upenn.int,A,A01024_0023_lewis_t272.SUCCESS,0023_lewis_t272,2019-09-29T23:40:00+00:00
guardian01.library.upenn.int,A,A01025_0023_lewis_e_m_075_009.SUCCESS,0023_lewis_e_m_075_009,2019-09-29T23:42:00+00:00
guardian01.library.upenn.int,A,A01026_0023_lewis_e_m_042_020a.SUCCESS,0023_lewis_e_m_042_020a,2019-09-29T23:43:00+00:00
guardian01.library.upenn.int,A,A01027_0023_lewis_t046.SUCCESS,0023_lewis_t046,2019-09-29T23:45:00+00:00
guardian01.library.upenn.int,A,A01028_0023_lewis_e_m_046_003a-c.SUCCESS,0023_lewis_e_m_046_003a-c,2019-09-29T23:47:00+00:00
guardian01.library.upenn.int,A,A01029_0023_lewis_e_m_049_010.SUCCESS,0023_lewis_e_m_049_010,2019-09-29T23:49:00+00:00
guardian01.library.upenn.int,A,A01030_0023_lewis_t043.SUCCESS,0023_lewis_t043,2019-09-29T23:52:00+00:00
guardian01.library.upenn.int,A,A01031_0023_lewis_e_m_007_008.SUCCESS,0023_lewis_e_m_007_008,2019-09-29T23:54:00+00:00
guardian01.library.upenn.int,A,A01032_0023_lewis_e_m_047_001.SUCCESS,0023_lewis_e_m_047_001,2019-09-29T23:56:00+00:00
guardian01.library.upenn.int,A,A01033_0023_lewis_e_m_049_011.SUCCESS,0023_lewis_e_m_049_011,2019-09-29T23:58:00+00:00
guardian01.library.upenn.int,A,A01034_0023_lewis_t479.SUCCESS,0023_lewis_t479,2019-09-30T00:01:00+00:00
guardian01.library.upenn.int,A,A01035_0023_lewis_e_m_027_011.SUCCESS,0023_lewis_e_m_027_011,2019-09-30T00:05:00+00:00
guardian01.library.upenn.int,A,A01036_0023_lewis_e_m_042_024-025.SUCCESS,0023_lewis_e_m_042_024-025,2019-09-30T00:07:00+00:00
guardian01.library.upenn.int,A,A01037_0023_lewis_e_m_007_007a-j.SUCCESS,0023_lewis_e_m_007_007a-j,2019-09-30T00:10:00+00:00
guardian01.library.upenn.int,A,A01038_0023_lewis_e_m_049_004.SUCCESS,0023_lewis_e_m_049_004,2019-09-30T00:14:00+00:00
guardian01.library.upenn.int,A,A01039_0023_lewis_t270.SUCCESS,0023_lewis_t270,2019-09-30T00:15:00+00:00
guardian01.library.upenn.int,A,A01040_0023_lewis_e_m_001_019.SUCCESS,0023_lewis_e_m_001_019,2019-09-30T00:17:00+00:00
guardian01.library.upenn.int,A,A01041_0023_lewis_e_m_025_021.SUCCESS,0023_lewis_e_m_025_021,2019-09-30T00:20:00+00:00
guardian01.library.upenn.int,A,A01042_0023_lewis_e_m_075_012.SUCCESS,0023_lewis_e_m_075_012,2019-09-30T00:22:00+00:00
guardian01.library.upenn.int,A,A01043_0023_lewis_e_m_001_004.SUCCESS,0023_lewis_e_m_001_004,2019-09-30T00:27:00+00:00
guardian01.library.upenn.int,A,A01044_0023_lewis_t147.SUCCESS,0023_lewis_t147,2019-09-30T00:35:00+00:00
guardian01.library.upenn.int,A,A01045_0023_lewis_t472.SUCCESS,0023_lewis_t472,2019-09-30T00:42:00+00:00
guardian01.library.upenn.int,A,A01046_0023_lewis_t178.SUCCESS,0023_lewis_t178,2019-09-30T00:47:00+00:00
guardian01.library.upenn.int,A,A01047_0023_lewis_t086.SUCCESS,0023_lewis_t086,2019-09-30T00:49:00+00:00
guardian01.library.upenn.int,A,A01048_0023_lewis_e_m_008_009.SUCCESS,0023_lewis_e_m_008_009,2019-09-30T00:52:00+00:00
guardian01.library.upenn.int,A,A01049_0023_lewis_t034.SUCCESS,0023_lewis_t034,2019-09-30T00:54:00+00:00
guardian01.library.upenn.int,A,A01050_0023_lewis_e_m_046_012.SUCCESS,0023_lewis_e_m_046_012,2019-09-30T00:57:00+00:00
guardian01.library.upenn.int,A,A01051_0023_lewis_e_m_008_013a-d.SUCCESS,0023_lewis_e_m_008_013a-d,2019-09-30T00:59:00+00:00
guardian01.library.upenn.int,A,A01052_0023_lewis_t463.SUCCESS,0023_lewis_t463,2019-09-30T01:02:00+00:00
guardian01.library.upenn.int,A,A01053_0023_lewis_e_m_007_010.SUCCESS,0023_lewis_e_m_007_010,2019-09-30T01:05:00+00:00
guardian01.library.upenn.int,A,A01054_0023_lewis_e_m_008_015a-d.SUCCESS,0023_lewis_e_m_008_015a-d,2019-09-30T01:08:00+00:00
guardian01.library.upenn.int,A,A01055_0023_lewis_e_m_007_011.SUCCESS,0023_lewis_e_m_007_011,2019-09-30T01:11:00+00:00
guardian01.library.upenn.int,A,A01056_0023_lewis_e_m_044_017.SUCCESS,0023_lewis_e_m_044_017,2019-09-30T01:14:00+00:00
guardian01.library.upenn.int,A,A01057_0023_lewis_e_m_027_004.SUCCESS,0023_lewis_e_m_027_004,2019-09-30T01:16:00+00:00
guardian01.library.upenn.int,A,A01058_0023_lewis_e_m_008_014a-d.SUCCESS,0023_lewis_e_m_008_014a-d,2019-09-30T01:18:00+00:00
guardian01.library.upenn.int,A,A01059_0023_lewis_e_m_001_017.SUCCESS,0023_lewis_e_m_001_017,2019-09-30T01:20:00+00:00
guardian01.library.upenn.int,A,A01060_0023_lewis_t108.SUCCESS,0023_lewis_t108,2019-09-30T01:22:00+00:00
guardian01.library.upenn.int,A,A01061_0023_lewis_t015.SUCCESS,0023_lewis_t015,2019-09-30T01:24:00+00:00
guardian01.library.upenn.int,A,A01062_0023_lewis_e_m_026_013.SUCCESS,0023_lewis_e_m_026_013,2019-09-30T01:26:00+00:00
guardian01.library.upenn.int,A,A01063_0023_lewis_t252.SUCCESS,0023_lewis_t252,2019-09-30T01:28:00+00:00
guardian01.library.upenn.int,A,A01064_0023_lewis_t097.SUCCESS,0023_lewis_t097,2019-09-30T01:30:00+00:00
guardian01.library.upenn.int,A,A01065_0023_lewis_t162.SUCCESS,0023_lewis_t162,2019-09-30T01:32:00+00:00
guardian01.library.upenn.int,A,A01066_0023_lewis_t141.SUCCESS,0023_lewis_t141,2019-09-30T01:33:00+00:00
guardian01.library.upenn.int,A,A01067_0023_lewis_t106.SUCCESS,0023_lewis_t106,2019-09-30T01:35:00+00:00
guardian01.library.upenn.int,A,A01068_0023_lewis_t010.SUCCESS,0023_lewis_t010,2019-09-30T01:37:00+00:00
guardian01.library.upenn.int,A,A01069_0023_lewis_t105b.SUCCESS,0023_lewis_t105b,2019-09-30T01:39:00+00:00
guardian01.library.upenn.int,A,A01070_0023_lewis_e_m_007_009.SUCCESS,0023_lewis_e_m_007_009,2019-09-30T01:41:00+00:00
guardian01.library.upenn.int,A,A01071_0023_lewis_e_m_019_020.SUCCESS,0023_lewis_e_m_019_020,2019-09-30T01:42:00+00:00
guardian01.library.upenn.int,A,A01072_0023_lewis_e_m_066_026.SUCCESS,0023_lewis_e_m_066_026,2019-09-30T01:44:00+00:00
guardian01.library.upenn.int,A,A01073_0023_lewis_e_m_046_002.SUCCESS,0023_lewis_e_m_046_002,2019-09-30T01:46:00+00:00
guardian01.library.upenn.int,A,A01074_0023_lewis_e_m_064_015.SUCCESS,0023_lewis_e_m_064_015,2019-09-30T01:48:00+00:00
guardian01.library.upenn.int,A,A01075_0023_lewis_t177.SUCCESS,0023_lewis_t177,2019-09-30T01:50:00+00:00
guardian01.library.upenn.int,A,A01076_0023_lewis_e_m_018_009.SUCCESS,0023_lewis_e_m_018_009,2019-09-30T01:52:00+00:00
guardian01.library.upenn.int,A,A01077_0023_lewis_e_m_017_006.SUCCESS,0023_lewis_e_m_017_006,2019-09-30T01:54:00+00:00
guardian01.library.upenn.int,A,A01078_0023_lewis_e_m_049_007.SUCCESS,0023_lewis_e_m_049_007,2019-09-30T02:03:00+00:00
guardian01.library.upenn.int,A,A01079_0023_lewis_t451.SUCCESS,0023_lewis_t451,2019-09-30T02:05:00+00:00
guardian01.library.upenn.int,A,A01080_0023_lewis_t250.SUCCESS,0023_lewis_t250,2019-09-30T02:07:00+00:00
guardian01.library.upenn.int,A,A01081_0023_lewis_e_m_046_018.SUCCESS,0023_lewis_e_m_046_018,2019-09-30T02:09:00+00:00
guardian01.library.upenn.int,A,A01082_0023_lewis_t014.SUCCESS,0023_lewis_t014,2019-09-30T02:10:00+00:00
guardian01.library.upenn.int,A,A01083_0023_lewis_t080.SUCCESS,0023_lewis_t080,2019-09-30T02:12:00+00:00
guardian01.library.upenn.int,A,A01084_0023_lewis_e_m_066_019.SUCCESS,0023_lewis_e_m_066_019,2019-09-30T02:14:00+00:00
guardian01.library.upenn.int,A,A01085_0023_lewis_e_m_066_017.SUCCESS,0023_lewis_e_m_066_017,2019-09-30T02:16:00+00:00
guardian01.library.upenn.int,A,A01086_0023_lewis_e_m_074_018.SUCCESS,0023_lewis_e_m_074_018,2019-09-30T02:17:00+00:00
guardian01.library.upenn.int,A,A01087_0023_lewis_t399a.SUCCESS,0023_lewis_t399a,2019-09-30T02:19:00+00:00
guardian01.library.upenn.int,A,A01088_0023_lewis_e_m_022_018-021.SUCCESS,0023_lewis_e_m_022_018-021,2019-09-30T02:21:00+00:00
guardian01.library.upenn.int,A,A01089_0023_lewis_t171.SUCCESS,0023_lewis_t171,2019-09-30T02:23:00+00:00
guardian01.library.upenn.int,A,A01090_0023_lewis_e_m_001_026.SUCCESS,0023_lewis_e_m_001_026,2019-09-30T02:25:00+00:00
guardian01.library.upenn.int,A,A01091_0023_lewis_t107.SUCCESS,0023_lewis_t107,2019-09-30T02:27:00+00:00
guardian01.library.upenn.int,A,A01092_0023_lewis_t516.SUCCESS,0023_lewis_t516,2019-09-30T02:29:00+00:00
guardian01.library.upenn.int,A,A01093_0023_lewis_e_m_050_004.SUCCESS,0023_lewis_e_m_050_004,2019-09-30T02:31:00+00:00
guardian01.library.upenn.int,A,A01094_0023_lewis_t056.SUCCESS,0023_lewis_t056,2019-09-30T02:32:00+00:00
guardian01.library.upenn.int,A,A01095_0023_lewis_e_m_004_002.SUCCESS,0023_lewis_e_m_004_002,2019-09-30T02:34:00+00:00
guardian01.library.upenn.int,A,A01096_0023_lewis_t083.SUCCESS,0023_lewis_t083,2019-09-30T02:36:00+00:00
guardian01.library.upenn.int,A,A01097_0023_lewis_e_m_016_003.SUCCESS,0023_lewis_e_m_016_003,2019-09-30T02:38:00+00:00
guardian01.library.upenn.int,A,A01098_0023_lewis_t047.SUCCESS,0023_lewis_t047,2019-09-30T02:40:00+00:00
guardian01.library.upenn.int,A,A01099_0023_lewis_e_m_004_006.SUCCESS,0023_lewis_e_m_004_006,2019-09-30T02:42:00+00:00
guardian01.library.upenn.int,A,A01100_0023_lewis_t384.SUCCESS,0023_lewis_t384,2019-09-30T02:44:00+00:00
guardian01.library.upenn.int,A,A01101_0023_lewis_e_m_068_020.SUCCESS,0023_lewis_e_m_068_020,2019-09-30T02:46:00+00:00
guardian01.library.upenn.int,A,A01102_0023_lewis_e_m_030_004-006.SUCCESS,0023_lewis_e_m_030_004-006,2019-09-30T02:47:00+00:00
guardian01.library.upenn.int,A,A01103_0023_lewis_t057.SUCCESS,0023_lewis_t057,2019-09-30T02:49:00+00:00
guardian01.library.upenn.int,A,A01104_0023_lewis_t491.SUCCESS,0023_lewis_t491,2019-09-30T02:51:00+00:00
guardian01.library.upenn.int,A,A01105_0023_lewis_t076.SUCCESS,0023_lewis_t076,2019-09-30T02:53:00+00:00
guardian01.library.upenn.int,A,A01106_0023_lewis_t008.SUCCESS,0023_lewis_t008,2019-09-30T02:55:00+00:00
guardian01.library.upenn.int,A,A01107_0023_lewis_t125.SUCCESS,0023_lewis_t125,2019-09-30T02:57:00+00:00
guardian01.library.upenn.int,A,A01108_0023_lewis_t058.SUCCESS,0023_lewis_t058,2019-09-30T02:59:00+00:00
guardian01.library.upenn.int,A,A01109_0023_lewis_t124.SUCCESS,0023_lewis_t124,2019-09-30T03:01:00+00:00
guardian01.library.upenn.int,A,A01110_0023_lewis_e_m_043_025.SUCCESS,0023_lewis_e_m_043_025,2019-09-30T03:06:00+00:00
guardian01.library.upenn.int,A,A01111_0023_lewis_e_m_025_005.SUCCESS,0023_lewis_e_m_025_005,2019-09-30T03:07:00+00:00
guardian01.library.upenn.int,A,A01112_0023_lewis_t009.SUCCESS,0023_lewis_t009,2019-09-30T03:10:00+00:00
guardian01.library.upenn.int,A,A01113_0023_lewis_e_m_004_001.SUCCESS,0023_lewis_e_m_004_001,2019-09-30T03:12:00+00:00
guardian01.library.upenn.int,A,A01114_0023_lewis_t075.SUCCESS,0023_lewis_t075,2019-09-30T03:14:00+00:00
guardian01.library.upenn.int,A,A01115_0023_lewis_e_m_027_022-023.SUCCESS,0023_lewis_e_m_027_022-023,2019-09-30T03:15:00+00:00
guardian01.library.upenn.int,A,A01116_0023_lewis_e_m_008_012.SUCCESS,0023_lewis_e_m_008_012,2019-09-30T03:17:00+00:00
guardian01.library.upenn.int,A,A01117_0023_lewis_e_m_016_030.SUCCESS,0023_lewis_e_m_016_030,2019-09-30T03:23:00+00:00
guardian01.library.upenn.int,A,A01118_0023_lewis_e_m_066_008.SUCCESS,0023_lewis_e_m_066_008,2019-09-30T03:34:00+00:00
guardian01.library.upenn.int,A,A01119_0023_lewis_t059.SUCCESS,0023_lewis_t059,2019-09-30T03:38:00+00:00
guardian01.library.upenn.int,A,A01120_0023_lewis_e_m_005_013.SUCCESS,0023_lewis_e_m_005_013,2019-09-30T03:40:00+00:00
guardian01.library.upenn.int,A,A01121_0023_lewis_t017.SUCCESS,0023_lewis_t017,2019-09-30T03:41:00+00:00
guardian01.library.upenn.int,A,A01122_0023_lewis_e_m_066_020.SUCCESS,0023_lewis_e_m_066_020,2019-09-30T03:43:00+00:00
guardian01.library.upenn.int,A,A01123_0023_lewis_t275.SUCCESS,0023_lewis_t275,2019-09-30T03:49:00+00:00
guardian01.library.upenn.int,A,A01124_0023_lewis_t461.SUCCESS,0023_lewis_t461,2019-09-30T03:51:00+00:00
guardian01.library.upenn.int,A,A01125_0023_lewis_t151.SUCCESS,0023_lewis_t151,2019-09-30T03:53:00+00:00
guardian01.library.upenn.int,A,A01126_0023_lewis_t132.SUCCESS,0023_lewis_t132,2019-09-30T03:55:00+00:00
guardian01.library.upenn.int,A,A01127_0023_lewis_e_m_048_007.SUCCESS,0023_lewis_e_m_048_007,2019-09-30T03:57:00+00:00
guardian01.library.upenn.int,A,A01128_0023_lewis_t082.SUCCESS,0023_lewis_t082,2019-09-30T03:59:00+00:00
guardian01.library.upenn.int,A,A01129_0023_lewis_t399.SUCCESS,0023_lewis_t399,2019-09-30T04:01:00+00:00
guardian01.library.upenn.int,A,A01130_0023_lewis_e_m_045_026.SUCCESS,0023_lewis_e_m_045_026,2019-09-30T04:03:00+00:00
guardian01.library.upenn.int,A,A01131_0023_lewis_e_m_043_020.SUCCESS,0023_lewis_e_m_043_020,2019-09-30T04:05:00+00:00
guardian01.library.upenn.int,A,A01132_0023_lewis_e_m_075_006.SUCCESS,0023_lewis_e_m_075_006,2019-09-30T04:07:00+00:00
guardian01.library.upenn.int,A,A01133_0023_lewis_t200.SUCCESS,0023_lewis_t200,2019-09-30T04:09:00+00:00
guardian01.library.upenn.int,A,A01134_0023_lewis_e_m_064_008.SUCCESS,0023_lewis_e_m_064_008,2019-09-30T04:11:00+00:00
guardian01.library.upenn.int,A,A01135_0023_lewis_t159.SUCCESS,0023_lewis_t159,2019-09-30T04:13:00+00:00
guardian01.library.upenn.int,A,A01136_0023_lewis_e_m_046_015.SUCCESS,0023_lewis_e_m_046_015,2019-09-30T04:15:00+00:00
guardian01.library.upenn.int,A,A01137_0023_lewis_t407.SUCCESS,0023_lewis_t407,2019-09-30T04:23:00+00:00
guardian01.library.upenn.int,A,A01138_0023_lewis_t483.SUCCESS,0023_lewis_t483,2019-09-30T04:27:00+00:00
guardian01.library.upenn.int,A,A01139_0023_lewis_e_m_066_011.SUCCESS,0023_lewis_e_m_066_011,2019-09-30T04:29:00+00:00
guardian01.library.upenn.int,A,A01140_0023_lewis_e_m_068_002.SUCCESS,0023_lewis_e_m_068_002,2019-09-30T04:33:00+00:00
guardian01.library.upenn.int,A,A01141_0023_lewis_e_m_076_056.SUCCESS,0023_lewis_e_m_076_056,2019-09-30T04:36:00+00:00
guardian01.library.upenn.int,A,A01142_0023_lewis_e_m_068_015.SUCCESS,0023_lewis_e_m_068_015,2019-09-30T04:40:00+00:00
guardian01.library.upenn.int,A,A01143_0023_lewis_e_m_032_014.SUCCESS,0023_lewis_e_m_032_014,2019-09-30T04:42:00+00:00
guardian01.library.upenn.int,A,A01144_0023_lewis_e_m_004_004.SUCCESS,0023_lewis_e_m_004_004,2019-09-30T04:46:00+00:00
guardian01.library.upenn.int,A,A01145_0023_lewis_t103.SUCCESS,0023_lewis_t103,2019-09-30T04:50:00+00:00
guardian01.library.upenn.int,A,A01146_0023_lewis_e_m_001_022.SUCCESS,0023_lewis_e_m_001_022,2019-09-30T04:52:00+00:00
guardian01.library.upenn.int,A,A01147_0023_lewis_t064.SUCCESS,0023_lewis_t064,2019-09-30T04:54:00+00:00
guardian01.library.upenn.int,A,A01148_0023_lewis_e_m_023_001-006.SUCCESS,0023_lewis_e_m_023_001-006,2019-09-30T04:56:00+00:00
guardian01.library.upenn.int,A,A01149_0023_lewis_t007.SUCCESS,0023_lewis_t007,2019-09-30T04:58:00+00:00
guardian01.library.upenn.int,A,A01150_0023_lewis_e_m_046_007.SUCCESS,0023_lewis_e_m_046_007,2019-09-30T05:00:00+00:00
guardian01.library.upenn.int,A,A01151_0023_lewis_e_m_001_021.SUCCESS,0023_lewis_e_m_001_021,2019-09-30T05:02:00+00:00
guardian01.library.upenn.int,A,A01152_0023_lewis_e_m_004_011.SUCCESS,0023_lewis_e_m_004_011,2019-09-30T05:07:00+00:00
guardian01.library.upenn.int,A,A01153_0023_lewis_t637.SUCCESS,0023_lewis_t637,2019-09-30T05:10:00+00:00
guardian01.library.upenn.int,A,A01154_0023_lewis_e_m_042_028a-d.SUCCESS,0023_lewis_e_m_042_028a-d,2019-09-30T05:12:00+00:00
guardian01.library.upenn.int,A,A01155_0023_lewis_t020.SUCCESS,0023_lewis_t020,2019-09-30T05:15:00+00:00
guardian01.library.upenn.int,A,A01156_0023_lewis_t555.SUCCESS,0023_lewis_t555,2019-09-30T05:17:00+00:00
guardian01.library.upenn.int,A,A01157_0023_lewis_t271.SUCCESS,0023_lewis_t271,2019-09-30T05:21:00+00:00
guardian01.library.upenn.int,A,A01158_0023_lewis_t102.SUCCESS,0023_lewis_t102,2019-09-30T05:23:00+00:00
guardian01.library.upenn.int,A,A01159_0023_lewis_t028.SUCCESS,0023_lewis_t028,2019-09-30T05:25:00+00:00
guardian01.library.upenn.int,A,A01160_0023_lewis_e_m_007_001.SUCCESS,0023_lewis_e_m_007_001,2019-09-30T05:27:00+00:00
guardian01.library.upenn.int,A,A01161_0023_lewis_t044.SUCCESS,0023_lewis_t044,2019-09-30T05:29:00+00:00
guardian01.library.upenn.int,A,A01162_0023_lewis_e_m_074_014.SUCCESS,0023_lewis_e_m_074_014,2019-09-30T05:31:00+00:00
guardian01.library.upenn.int,A,A01163_0023_lewis_t087.SUCCESS,0023_lewis_t087,2019-09-30T05:33:00+00:00
guardian01.library.upenn.int,A,A01164_0023_lewis_e_m_066_018.SUCCESS,0023_lewis_e_m_066_018,2019-09-30T05:35:00+00:00
guardian01.library.upenn.int,A,A01165_0023_lewis_e_m_044_023.SUCCESS,0023_lewis_e_m_044_023,2019-09-30T05:37:00+00:00
guardian01.library.upenn.int,A,A01166_0023_lewis_e_m_045_003.SUCCESS,0023_lewis_e_m_045_003,2019-09-30T05:39:00+00:00
guardian01.library.upenn.int,A,A01167_0023_lewis_e_m_045_027.SUCCESS,0023_lewis_e_m_045_027,2019-09-30T05:42:00+00:00
guardian01.library.upenn.int,A,A01168_0023_lewis_e_m_042_003.SUCCESS,0023_lewis_e_m_042_003,2019-09-30T05:44:00+00:00
guardian01.library.upenn.int,A,A01169_0023_lewis_e_m_005_008.SUCCESS,0023_lewis_e_m_005_008,2019-09-30T05:47:00+00:00
guardian01.library.upenn.int,A,A01170_0023_lewis_e_m_005_016.SUCCESS,0023_lewis_e_m_005_016,2019-09-30T05:49:00+00:00
guardian01.library.upenn.int,A,A01171_0023_lewis_t170.SUCCESS,0023_lewis_t170,2019-09-30T05:51:00+00:00
